Ref : 1571341,katubedda house for sale,Date : 06 Jun 2018 - 12:07 pm,Sell,House & Property,Houses,Colombo-Moratuwa,"Rs. 19,000,000"
Ref : 1571345,5 rooms house for rent,Date : 06 Jun 2018 - 12:07 pm,Rent,House & Property,Houses,Colombo,"Rs. 25,000"
Ref : 1571344,3 bedroom house for sale,Date : 06 Jun 2018 - 12:07 pm,Sell,House & Property,Houses,Gampaha-Weboda,"Rs. 6,000,000"
Ref : 1571343,8 acres coconut land for sale,Date : 06 Jun 2018 - 12:07 pm,Sell,House & Property,Houses,Gampaha-Buthpitiya,"Rs. 8,500,000"
Ref : 1571352,luxury house for sale in beruwala,Date : 06 Jun 2018 - 12:06 pm,Sell,House & Property,Houses,Kalutara-Beruwala,Negotiable
Ref : 1571314,house for rent in athurugiriya,Date : 06 Jun 2018 - 11:11 am,Rent,House & Property,Houses,Colombo-Athurugiriya,"Rs. 22,000"
Ref : 1571317,land & house for sale - mirigama,Date : 06 Jun 2018 - 11:11 am,Sell,House & Property,Houses,,"Rs. 4,600,000"
Ref : 1571306,a house for sale in panadura -newdawa,Date : 06 Jun 2018 - 11:10 am,Sell,House & Property,Houses,Kalutara,"Rs. 5,500,500"
Ref : 1571299,"dear valued customer, a solid fully tiled brand new 2 bedrooms house in 1st floo...",Date : 06 Jun 2018 - 11:08 am,Rent,House & Property,Houses,Colombo-Mirihana,"Rs. 35,000"
Ref : 1571303,"a fully tiled 3 bedrooms separate house in rajagiriya road, rajagiriya (in a re...",Date : 06 Jun 2018 - 11:07 am,Rent,House & Property,Houses,Colombo-Rajagiriya,"Rs. 40,000"
Ref : 1571298,"a solid fully tiled brand new 2 bedrooms house in 1st floor at shalawa road, mir...",Date : 06 Jun 2018 - 11:06 am,Rent,House & Property,Houses,Colombo-Nugegoda,"Rs. 35,000"
Ref : 1571260,rajagiriya 7 bedroom 6 bathroom house,Date : 06 Jun 2018 - 10:57 am,Rent,House & Property,Houses,,Negotiable
Ref : 1571272,house for rent in nedimala,Date : 06 Jun 2018 - 10:56 am,Rent,House & Property,Houses,Colombo-Dehiwala,"Rs. 130,000"
Ref : 1571266,house for rent in battaramulla,Date : 06 Jun 2018 - 10:56 am,Rent,House & Property,Houses,Colombo-Battaramulla,"Rs. 40,000"
Ref : 1571254,house for sale,Date : 06 Jun 2018 - 10:55 am,Sell,House & Property,Houses,Anuradhapura-Kekirawa,"Rs. 8,500,000"
Ref : 1571251,house for sale,Date : 06 Jun 2018 - 10:54 am,Sell,House & Property,Houses,Colombo-Homagama,"Rs. 9,000,000"
Ref : 1571245,property for sale in udu dumbara area,Date : 06 Jun 2018 - 10:53 am,Sell,House & Property,Houses,Kandy-Ududumbara,"Rs. 8,000,000"
Ref : 1571232,house for sale in pitipana,Date : 05 Jun 2018 - 02:52 pm,Sell,House & Property,Houses,Colombo-Pitipana Homagama,"Rs. 45,000,000"
Ref : 1571221,house for sale,Date : 05 Jun 2018 - 02:50 pm,Sell,House & Property,Houses,Colombo-Ranala,"Rs. 3,500,000"
Ref : 1571223,fully furnished house for rent at nivasipura,Date : 05 Jun 2018 - 02:50 pm,Rent,House & Property,Houses,Gampaha-Ekala,"Rs. 45,000"
Ref : 1571224,spacious 2 bedroom house for rent,Date : 05 Jun 2018 - 02:50 pm,Rent,House & Property,Houses,Matale,"Rs. 35,000"
Ref : 1571226,house for sale in panadura,Date : 05 Jun 2018 - 02:49 pm,Sell,House & Property,Houses,Kalutara-Panadura,"Rs. 2,000,000"
Ref : 1571207,upstair house for sale kadawatha,Date : 05 Jun 2018 - 01:01 pm,Sell,House & Property,Houses,Gampaha-Kadawatha,Negotiable
Ref : 1571183,annex for rent walpola ragama,Date : 05 Jun 2018 - 12:59 pm,Rent,House & Property,Houses,Gampaha-Ragama,Negotiable
Ref : 1571189,2 story house for rent kadawatha,Date : 05 Jun 2018 - 12:56 pm,Rent,House & Property,Houses,Gampaha-Kadawatha,"Rs. 45,000"
Ref : 1571190,single story house for rent at kaduwela,Date : 05 Jun 2018 - 12:56 pm,Rent,House & Property,Houses,Colombo,"Rs. 30,000"
Ref : 1571192,house for sale at dickoya,Date : 05 Jun 2018 - 12:56 pm,Sell,House & Property,Houses,Nuwaraeliya-Hatton,"Rs. 6,500,000"
Ref : 1571175,house wanted from kiribathgoda,Date : 05 Jun 2018 - 12:56 pm,Wanted,House & Property,Houses,,Negotiable
Ref : 1571161,2 bed rooms new uper floor for rent,Date : 05 Jun 2018 - 12:55 pm,Rent,House & Property,Houses,Gampaha-Kandana,"Rs. 18,000"
Ref : 1571166,4 bed rooms house for rent mahabage,Date : 05 Jun 2018 - 12:55 pm,Rent,House & Property,Houses,Gampaha-Mahabage,"Rs. 75,000"
Ref : 1571168,2 bed fully till uper floor for rent,Date : 05 Jun 2018 - 12:54 pm,Rent,House & Property,Houses,Gampaha-Ja-Ela,"Rs. 25,000"
Ref : 1571584,house for sale in katubedda (quick sales),Date : 07 Jun 2018 - 01:28 pm,Wanted,House & Property,Houses,Colombo-Moratuwa,"Rs. 16,000,000"
Ref : 1571583,gunnepana house for sell,Date : 07 Jun 2018 - 01:28 pm,Sell,House & Property,Houses,Kandy-Gunnepana,"Rs. 9,800,000"
Ref : 1571576,doctor owned house for sale,Date : 07 Jun 2018 - 01:26 pm,Sell,House & Property,Houses,Galle-Galle,"Rs. 57,500,000"
Ref : 1571580,house for sale in gampaha,Date : 07 Jun 2018 - 01:26 pm,Sell,House & Property,Houses,Gampaha-Gampaha,"Rs. 2,500,000"
Ref : 1571490,house for rent in kelaniya,Date : 07 Jun 2018 - 01:19 pm,Rent,House & Property,Houses,Gampaha-Kelaniya,"Rs. 32,000"
Ref : 1571499,house for rent in moratuwa,Date : 07 Jun 2018 - 01:19 pm,Rent,House & Property,Houses,Colombo-Moratuwa,"Rs. 25,000"
Ref : 1571475,"need 2 bedroomed house for rent near borella, punchi borella, havelock, narahenp...",Date : 07 Jun 2018 - 01:13 pm,Rent,House & Property,Houses,"Colombo-Colombo 13 (Kotahena,Kochchikade)",Negotiable
Ref : 1571451,code no 2688-house lease-ethul kotte,Date : 07 Jun 2018 - 01:12 pm,Rent,House & Property,Houses,Colombo-Colombo 3 (Kollupitiya),"Rs. 295,000"
Ref : 1571472,house for sale gampaha,Date : 07 Jun 2018 - 01:12 pm,Sell,House & Property,Houses,Gampaha-Gampaha,"Rs. 2,500,000"
Ref : 1571467,house for rent -homagama,Date : 07 Jun 2018 - 01:11 pm,Rent,House & Property,Houses,Colombo-Homagama,"Rs. 25,000"
Ref : 1571457,house for sale in piliyandala,Date : 07 Jun 2018 - 01:08 pm,Sell,House & Property,Houses,Colombo-Piliyandala,"Rs. 8,700,000"
Ref : 1571458,house for sale katubedda (quick sale),Date : 07 Jun 2018 - 01:08 pm,Sell,House & Property,Houses,Colombo,Negotiable
Ref : 1571518,battaramulla koswatta house for rent,Date : 07 Jun 2018 - 12:21 pm,Rent,House & Property,Houses,,"Rs. 40,000"
Ref : 1571507,two storied house for sale in galle town,Date : 07 Jun 2018 - 12:21 pm,Sell,House & Property,Houses,Galle,"Rs. 20,000,000"
Ref : 1571510,house on rent,Date : 07 Jun 2018 - 12:20 pm,Rent,House & Property,Houses,Gampaha-Ja-Ela,"Rs. 25,000"
Ref : 1571515,house for rent at kottawa maththegoda,Date : 07 Jun 2018 - 12:19 pm,Rent,House & Property,Houses,Colombo-Mattegoda,"Rs. 35,000"
Ref : 1571531,නිවස සහ ඉඩම,Date : 07 Jun 2018 - 12:18 pm,Sell,House & Property,Houses,,"Rs. 2,700,000"
Ref : 1571533,land with house for sell in kandy city limits,Date : 07 Jun 2018 - 12:17 pm,Sell,House & Property,Houses,Kandy,"Rs. 130,000,000"
Ref : 1571520,1st floor house for rent,Date : 07 Jun 2018 - 12:17 pm,Rent,House & Property,Houses,Colombo-Dehiwala,"Rs. 55,000"
Ref : 1571525,"luxury brand new, 3 bedrooms & 3 bathrooms first floor house in boralegamuwa to ...",Date : 07 Jun 2018 - 12:17 pm,Rent,House & Property,Houses,Colombo-Boralesgamuwa / Boralasgamuwa,"Rs. 60,000"
Ref : 1571527,three storied luxury fully furnished house for sale in hokandara,Date : 07 Jun 2018 - 12:17 pm,Sell,House & Property,Houses,Colombo-Hokandara,"Rs. 56,000,000"
Ref : 1571551,house for sale in kadawatha,Date : 07 Jun 2018 - 12:15 pm,Sell,House & Property,Houses,Gampaha-Kadawatha,"Rs. 5,700,000"
Ref : 1571566,land with half built house for sale,Date : 07 Jun 2018 - 12:12 pm,Sell,House & Property,Houses,Kandy,"Rs. 9,500,000"
Ref : 1571560,house for sale in katubedda (quick sales),Date : 07 Jun 2018 - 12:12 pm,Wanted,House & Property,Houses,Colombo-Moratuwa,"Rs. 16,000,000"
Ref : 1571450,house wanted from athurugiriya area,Date : 06 Jun 2018 - 03:46 pm,Wanted,House & Property,Houses,Colombo-Athurugiriya,Negotiable
Ref : 1571170,rent house @ pannipitiya,Date : 05 Jun 2018 - 12:54 pm,Rent,House & Property,Houses,Colombo,"Rs. 30,000"
Ref : 1571159,house for sale in ganemulla,Date : 05 Jun 2018 - 09:59 am,Sell,House & Property,Houses,Gampaha-Kadawatha,"Rs. 27,000,000"
Ref : 1571155,house for sale in baththaramulla,Date : 05 Jun 2018 - 09:22 am,Sell,House & Property,Houses,Colombo-Battaramulla,"Rs. 26,000,000"
Ref : 1571099,code no 2687-house lease-battarmulla,Date : 05 Jun 2018 - 09:16 am,Rent,House & Property,Houses,Colombo-Battaramulla,"Rs. 250,000"
Ref : 1571111,"a 2 bedrooms house in 1st floor in peiris road, kalubowila, dehiwala",Date : 05 Jun 2018 - 09:06 am,Rent,House & Property,Houses,Colombo-Kalubowila,"Rs. 30,000"
Ref : 1571121,නිවෙසක් විකිණීමට,Date : 05 Jun 2018 - 09:03 am,Sell,House & Property,Houses,Matara,"Rs. 12,000,000"
Ref : 1571140,land with house for sale,Date : 05 Jun 2018 - 09:01 am,Sell,House & Property,Houses,Gampaha,"Rs. 4,700,000"
Ref : 1571095,"two storey house for sale at nagoda, kandana.",Date : 04 Jun 2018 - 04:45 pm,Sell,House & Property,Houses,Gampaha,"Rs. 22,000,000"
Ref : 1571093,"two storey house for sale at nagoda, kandana.",Date : 04 Jun 2018 - 04:36 pm,Sell,House & Property,Houses,Gampaha,Rs. 220
Ref : 1571094,house for sale in ganemulla,Date : 04 Jun 2018 - 04:36 pm,Wanted,House & Property,Houses,Gampaha-Kadawatha,Negotiable
Ref : 1571091,house for sale in kadawatha,Date : 04 Jun 2018 - 04:36 pm,Sell,House & Property,Houses,Gampaha-Kadawatha,"Rs. 10,000,000"
Ref : 1571089,house for sale-madiwela,Date : 04 Jun 2018 - 04:36 pm,Sell,House & Property,Houses,Colombo-Madiwela,"Rs. 9,500,000"
Ref : 1571062,newly built house for rent,Date : 04 Jun 2018 - 04:28 pm,Rent,House & Property,Houses,Colombo,"Rs. 35,000"
Ref : 1571064,"two storey house for sale at nagoda, kandana.",Date : 04 Jun 2018 - 04:28 pm,Sell,House & Property,Houses,Gampaha,Rs. 22
Ref : 1571067,two story house for sale,Date : 04 Jun 2018 - 04:28 pm,Sell,House & Property,Houses,Colombo-Battaramulla,"Rs. 160,000,000"
Ref : 1571075,house for rent,Date : 04 Jun 2018 - 04:27 pm,Rent,House & Property,Houses,Colombo-Boralesgamuwa / Boralasgamuwa,"Rs. 25,000"
Ref : 1571076,new house for rent- kurunegala,Date : 04 Jun 2018 - 04:27 pm,Rent,House & Property,Houses,Kurunegala-Mawathagama,"Rs. 15,000"
Ref : 1571080,malabe luxury house for immediate sale,Date : 04 Jun 2018 - 04:26 pm,Sell,House & Property,Houses,Colombo-Malabe,"Rs. 29,500,000"
Ref : 1571059,house sale @piliyandala,Date : 04 Jun 2018 - 03:07 pm,Sell,House & Property,Houses,Colombo-Piliyandala,"Rs. 8,500,000"
Ref : 1571048,luxury two storey house sale malabe,Date : 04 Jun 2018 - 03:06 pm,Sell,House & Property,Houses,Colombo-Malabe,"Rs. 13,900,000"
Ref : 1571049,brand new 2 story house for sale in malabe,Date : 04 Jun 2018 - 03:06 pm,Sell,House & Property,Houses,Colombo-Malabe,"Rs. 19,000,000"
Ref : 1571052,house for sale in piliyandala,Date : 04 Jun 2018 - 03:05 pm,Sell,House & Property,Houses,Colombo-Piliyandala,"Rs. 13,000,000"
Ref : 1571031,house for sale in kandy,Date : 04 Jun 2018 - 01:52 pm,Sell,House & Property,Houses,Kandy-Kandy,Negotiable
Ref : 1571033,two storeyed house for sale in ratmalana,Date : 04 Jun 2018 - 01:52 pm,Sell,House & Property,Houses,Colombo-Ratmalana,Negotiable
Ref : 1571036,house for rent in galle,Date : 04 Jun 2018 - 01:52 pm,Rent,House & Property,Houses,,"Rs. 30,000"
Ref : 1570804,house for sale in kalubowila,Date : 04 Jun 2018 - 01:31 pm,Sell,House & Property,Houses,Colombo-Kalubowila,"Rs. 97,500,000"
Ref : 1571026,house for sale in baththaramulla,Date : 04 Jun 2018 - 11:51 am,Sell,House & Property,Houses,Colombo-Battaramulla,"Rs. 26,000,000"
Ref : 1571027,13 p land for immediate sale in kalubowila,Date : 04 Jun 2018 - 11:51 am,Sell,House & Property,Houses,Colombo,"Rs. 48,100,000"
Ref : 1571017,house for sale - negombo,Date : 04 Jun 2018 - 11:49 am,Sell,House & Property,Houses,Gampaha-Kochchikade,"Rs. 18,000,000"
Ref : 1571009,luxury house for sale.,Date : 04 Jun 2018 - 11:49 am,Sell,House & Property,Houses,Gampaha-Kelaniya,"Rs. 12,000,000"
Ref : 1571006,house for sale in ragama,Date : 04 Jun 2018 - 11:48 am,Sell,House & Property,Houses,Gampaha-Ragama,"Rs. 8,500,000"
Ref : 1571001,three storied house for sale in malabe,Date : 04 Jun 2018 - 11:48 am,Sell,House & Property,Houses,Colombo-Malabe,Negotiable
Ref : 1570995,house for sale in kaduwela,Date : 04 Jun 2018 - 11:47 am,Sell,House & Property,Houses,Colombo-Kaduwela,"Rs. 22,500,000"
Ref : 1570999,house for sale in gampaha,Date : 04 Jun 2018 - 11:47 am,Sell,House & Property,Houses,Gampaha-Gampaha,"Rs. 11,000,000"
Ref : 1570987,luxury house in seeduwa,Date : 04 Jun 2018 - 11:46 am,Rent,House & Property,Houses,Gampaha-Seeduwa,"Rs. 150,000"
Ref : 1570955,house sale colombo 12,Date : 04 Jun 2018 - 11:34 am,Sell,House & Property,Houses,Colombo-Colombo 12 (Hulfts Dorp),"Rs. 7,000,000"
Ref : 1570961,house for sale in gampola,Date : 04 Jun 2018 - 11:33 am,Sell,House & Property,Houses,Kandy-Gampola,"Rs. 8,500,000"
Ref : 1570963,house in lewelle,Date : 04 Jun 2018 - 11:33 am,Sell,House & Property,Houses,Kandy-Lewella,"Rs. 6,800,000"
Ref : 1571005,upstair for rent in dehiwala,Date : 04 Jun 2018 - 10:59 am,Rent,House & Property,Houses,Colombo-Dehiwala,Negotiable
Ref : 1570969,newly built 2 story house for sale panadura,Date : 04 Jun 2018 - 10:23 am,Sell,House & Property,Houses,Kalutara-Panadura,"Rs. 4,400,000"
Ref : 1570968,newly built 2 story house for sale panadura,Date : 04 Jun 2018 - 10:23 am,Sell,House & Property,Houses,Kalutara-Panadura,"Rs. 4,400,000"
Ref : 1570977,land for sale,Date : 04 Jun 2018 - 10:22 am,Sell,House & Property,Houses,Gampaha-Pasyala,"Rs. 8,000,000"
Ref : 1570923,three bedroom house for rent,Date : 04 Jun 2018 - 09:28 am,Rent,House & Property,Houses,Colombo-Piliyandala,"Rs. 45,000"
Ref : 1570885,house for rent in nugegoda,Date : 04 Jun 2018 - 09:21 am,Rent,House & Property,Houses,Colombo-Nugegoda,"Rs. 60,000"
Ref : 1570886,house with 10pch land,Date : 04 Jun 2018 - 09:20 am,Sell,House & Property,Houses,Kalutara-Bandaragama,"Rs. 3,500,000"
Ref : 1570888,brand new house for sale,Date : 04 Jun 2018 - 09:19 am,Sell,House & Property,Houses,Gampaha-Kochchikade,"Rs. 6,800,000"
Ref : 1570874,lease an upstair annex,Date : 04 Jun 2018 - 09:13 am,Rent,House & Property,Houses,Colombo-Angoda,"Rs. 15,000"
Ref : 1570893,newly built 2 story house for sale panadura,Date : 04 Jun 2018 - 09:12 am,Sell,House & Property,Houses,,"Rs. 4,400,000"
Ref : 1570901,brand-new house for sale in malabe,Date : 04 Jun 2018 - 09:12 am,Sell,House & Property,Houses,Colombo-Malabe,"Rs. 29,000,000"
Ref : 1570871,two-storey furnished house for sale in makola,Date : 04 Jun 2018 - 09:11 am,Sell,House & Property,Houses,Gampaha-Makola,"Rs. 15,000,000"
Ref : 1570854,house for sale in kiriwawla,Date : 04 Jun 2018 - 09:10 am,Sell,House & Property,Houses,Kurunegala-Kurunegala,"Rs. 6,000,000"
Ref : 1570857,"house for sale in muruthalawa, kandy",Date : 04 Jun 2018 - 09:10 am,Sell,House & Property,Houses,Kandy-Murutalawa,"Rs. 6,500,000"
Ref : 1570859,looking for a house on rent,Date : 04 Jun 2018 - 09:09 am,Rent,House & Property,Houses,Colombo,"Rs. 40,000"
Ref : 1570842,two bed room house for rent,Date : 04 Jun 2018 - 09:08 am,Rent,House & Property,Houses,"Colombo-Colombo 6 (Wellawatta, Pamankada, Kirulapane","Rs. 40,000"
Ref : 1570846,"10 and 07 perch lands for sale with a old house for sale at wellawatta, colombo-...",Date : 04 Jun 2018 - 09:08 am,Sell,House & Property,Houses,"Colombo-Colombo 6 (Wellawatta, Pamankada, Kirulapane","Rs. 4,500,000"
Ref : 1570845,house for sale in piliyandala,Date : 04 Jun 2018 - 09:08 am,Sell,House & Property,Houses,Colombo,"Rs. 25,000,000"
Ref : 1570844,one bedroom house for rent in colombo 06,Date : 04 Jun 2018 - 09:07 am,Rent,House & Property,Houses,"Colombo-Colombo 6 (Wellawatta, Pamankada, Kirulapane","Rs. 30,000"
Ref : 1570833,houe for rent at maharagama,Date : 04 Jun 2018 - 09:07 am,Rent,House & Property,Houses,,"Rs. 22,000"
Ref : 1570814,single story house for rent at kaduwela,Date : 04 Jun 2018 - 09:04 am,Rent,House & Property,Houses,Colombo,"Rs. 25,000"
Ref : 1570819,house with 8 p land,Date : 04 Jun 2018 - 09:04 am,Sell,House & Property,Houses,Gampaha-Kiribathgoda,"Rs. 9,000,000"
Ref : 1570818,"annex for rent in baddagana, pita kotte.",Date : 04 Jun 2018 - 09:04 am,Rent,House & Property,Houses,Colombo-Kotte,"Rs. 28,000"
Ref : 1570809,house forn rent in nugegoda,Date : 04 Jun 2018 - 09:03 am,Rent,House & Property,Houses,Colombo,"Rs. 40,000"
Ref : 1570775,"upstair house for rent in arrawwala,maharagama",Date : 04 Jun 2018 - 09:00 am,Rent,House & Property,Houses,Colombo-Maharagama,"Rs. 24,000"
Ref : 1570787,two storey house in bandaragama (1.75 acres),Date : 04 Jun 2018 - 08:57 am,Sell,House & Property,Houses,Kalutara-Bandaragama,"Rs. 85,000,000"
Ref : 1570781,house with land,Date : 04 Jun 2018 - 08:57 am,Sell,House & Property,Houses,Gampaha-Attanagalla,"Rs. 1,200,000"
Ref : 1570765,house for sale in kalagedihena,Date : 02 Jun 2018 - 04:27 pm,Sell,House & Property,Houses,Gampaha-Kalagedihena,"Rs. 12,000,000"
Ref : 1570762,house + land for quick sale (kottawa),Date : 02 Jun 2018 - 04:27 pm,Sell,House & Property,Houses,,"Rs. 7,000,000"
Ref : 1570760,house for sale in enderamulla,Date : 02 Jun 2018 - 04:27 pm,Sell,House & Property,Houses,Gampaha-Wattala,"Rs. 5,700,000"
Ref : 1570759,house + land for quick sale,Date : 02 Jun 2018 - 04:27 pm,Sell,House & Property,Houses,Colombo-Kottawa,"Rs. 7,000,000"
Ref : 1570749,house for sale in kadawatha,Date : 02 Jun 2018 - 03:33 pm,Sell,House & Property,Houses,Gampaha-Kadawatha,"Rs. 33,000,000"
Ref : 1570741,house for sale in kadawatha,Date : 02 Jun 2018 - 03:06 pm,Sell,House & Property,Houses,Gampaha-Kadawatha,"Rs. 10,000,000"
Ref : 1570726,"need a house for rent near university of kelaniya .(with 2,3 bedrooms)",Date : 02 Jun 2018 - 01:57 pm,Wanted,House & Property,Houses,Gampaha-Kelaniya,Negotiable
Ref : 1570710,house for sale in athurugiriya,Date : 02 Jun 2018 - 11:08 am,Sell,House & Property,Houses,Colombo-Athurugiriya,"Rs. 7,500,000"
Ref : 1570711,house for sale in thalawathugoda,Date : 02 Jun 2018 - 11:08 am,Sell,House & Property,Houses,Colombo-Athurugiriya,"Rs. 25,000,000"
Ref : 1570706,house for rent,Date : 02 Jun 2018 - 10:32 am,Rent,House & Property,Houses,Gampaha-Negombo,"Rs. 25,000"
Ref : 1570693,house at wellampiriya,Date : 02 Jun 2018 - 10:30 am,Sell,House & Property,Houses,Colombo-Wellampitiya,"Rs. 1,650,000"
Ref : 1570694,luxury upstair house for sale වටිනා අංග සම්පූර්ණ...,Date : 02 Jun 2018 - 10:30 am,Sell,House & Property,Houses,Colombo-Piliyandala,"Rs. 16,000,000"
Ref : 1570682,house for rent,Date : 02 Jun 2018 - 10:29 am,Rent,House & Property,Houses,Badulla-Badulla,"Rs. 12,000"
Ref : 1570576,house for rent in rajagiriya,Date : 02 Jun 2018 - 10:19 am,Rent,House & Property,Houses,Colombo-Rajagiriya,"Rs. 34,000"
Ref : 1570586,3 bedroom house for rent in kadawatha,Date : 02 Jun 2018 - 10:18 am,Rent,House & Property,Houses,Gampaha-Kadawatha,"Rs. 50,000"
Ref : 1570564,millenium city athurugiriya - house for sale,Date : 02 Jun 2018 - 10:17 am,Sell,House & Property,Houses,,"Rs. 6,500,000"
Ref : 1570565,luxury house for rent,Date : 02 Jun 2018 - 10:16 am,Rent,House & Property,Houses,,"Rs. 150,000"
Ref : 1570568,house for rent in rawathawathha,Date : 02 Jun 2018 - 10:16 am,Rent,House & Property,Houses,Colombo-Moratuwa,"Rs. 23,000"
Ref : 1570675,house for sale,Date : 02 Jun 2018 - 01:53 am,Sell,House & Property,Houses,Colombo-Piliyandala,Negotiable
Ref : 1570674,house for rent,Date : 02 Jun 2018 - 01:52 am,Rent,House & Property,Houses,Colombo-Athurugiriya,Negotiable
Ref : 1570672,house for sale,Date : 02 Jun 2018 - 01:49 am,Sell,House & Property,Houses,Colombo-Padukka,Negotiable
Ref : 1570656,0115684557 koswatta,Date : 02 Jun 2018 - 12:54 am,Rent,House & Property,Houses,Colombo,Negotiable
Ref : 1570655,rajagiriya single floor,Date : 02 Jun 2018 - 12:48 am,Rent,House & Property,Houses,Colombo-Rajagiriya,Negotiable
Ref : 1570654,athurugiriya oruwela near millennium city,Date : 02 Jun 2018 - 12:44 am,Sell,House & Property,Houses,Colombo,Negotiable
Ref : 1570653,gampaha 3500sq,Date : 02 Jun 2018 - 12:35 am,Rent,House & Property,Houses,Gampaha,Negotiable
Ref : 1570651,nugegoda embuldeniya,Date : 02 Jun 2018 - 12:26 am,Rent,House & Property,Houses,Colombo-Nugegoda,Negotiable
Ref : 1570644,luxury house for sale colombo-5,Date : 01 Jun 2018 - 11:02 pm,Sell,House & Property,Houses,"Colombo-Colombo 5 (Havelock town,Kirulapane South)",Negotiable
Ref : 1570628,02 storyed house in piliyandala,Date : 01 Jun 2018 - 10:30 pm,Sell,House & Property,Houses,Colombo-Piliyandala,Negotiable
Ref : 1570625,luxury 3 storied house for lease in colombo rajagiriya,Date : 01 Jun 2018 - 10:25 pm,Rent,House & Property,Houses,Colombo-Rajagiriya,Negotiable
Ref : 1570624,house available for rent or sale in meegoda,Date : 01 Jun 2018 - 10:23 pm,Sell,House & Property,Houses,Colombo-Meegoda,Negotiable
Ref : 1570620,9 p land with house for sale in pepiliyana,Date : 01 Jun 2018 - 10:18 pm,Sell,House & Property,Houses,Colombo-Pepiliyana,Negotiable
Ref : 1570613,colombo - 13 commercial / office purposes rent,Date : 01 Jun 2018 - 10:03 pm,Rent,House & Property,Houses,"Colombo-Colombo 13 (Kotahena,Kochchikade)",Negotiable
Ref : 1570612,borella small house for rent,Date : 01 Jun 2018 - 10:00 pm,Rent,House & Property,Houses,Colombo-Colombo 8 (Borella),Negotiable
Ref : 1570611,homagama godagama 42p land and 75% completed house for sale,Date : 01 Jun 2018 - 09:58 pm,Sell,House & Property,Houses,Colombo-Homagama,Negotiable
Ref : 1570610,henegama wilimbula 21p land with house for sale,Date : 01 Jun 2018 - 09:56 pm,Sell,House & Property,Houses,Gampaha-Henegama,Negotiable
Ref : 1570607,nugegoda embuldeniya upstair for rent,Date : 01 Jun 2018 - 09:52 pm,Rent,House & Property,Houses,Colombo-Nugegoda,Negotiable
Ref : 1570606,kadawatha imbulgoda house for rent,Date : 01 Jun 2018 - 09:50 pm,Rent,House & Property,Houses,Gampaha-Kadawatha,Negotiable
Ref : 1570605,mount lavinia 11 perch house and 20 perch house,Date : 01 Jun 2018 - 09:44 pm,Sell,House & Property,Houses,Colombo-Mount Lavinia,Negotiable
Ref : 1570404,house for rent,Date : 01 Jun 2018 - 04:45 pm,Sell,House & Property,Houses,Colombo,"Rs. 18,000"
Ref : 1570423,house in piliyandala / kesbewa,Date : 01 Jun 2018 - 04:44 pm,Sell,House & Property,Houses,Colombo-Kesbewa,"Rs. 7,250,000"
Ref : 1570430,apartment for a professional lady (rent)- ambalanthota,Date : 01 Jun 2018 - 04:41 pm,Rent,House & Property,Houses,Hambantota-Ambalantota,"Rs. 10,000"
Ref : 1570431,rent a house in meegoda,Date : 01 Jun 2018 - 04:41 pm,Rent,House & Property,Houses,Colombo-Meegoda,"Rs. 21,000"
Ref : 1570435,capital 7 in rosemed place colombo 7 for lease,Date : 01 Jun 2018 - 04:40 pm,Rent,House & Property,Houses,Colombo-Colombo 7 (Cinnamon Gardens),"Rs. 230,000"
Ref : 1570453,3 storied fully furnished high luxury house for sale in negombo,Date : 01 Jun 2018 - 03:34 pm,Sell,House & Property,Houses,Puttalam-Ettale,"Rs. 65,000,000"
Ref : 1570467,වටිනා අංග සම්පූර්ණ දෙමහල් නිව�...,Date : 01 Jun 2018 - 03:31 pm,Sell,House & Property,Houses,Colombo-Piliyandala,"Rs. 16,000,000"
Ref : 1570469,house for rent wijerama campus road nugegoda,Date : 01 Jun 2018 - 03:31 pm,Rent,House & Property,Houses,Colombo-Boralesgamuwa / Boralasgamuwa,"Rs. 60,000"
Ref : 1570470,"house for sale at hendala, wattala",Date : 01 Jun 2018 - 03:31 pm,Sell,House & Property,Houses,Gampaha-Wattala,"Rs. 12,500,000"
Ref : 1570465,luxury upstair house for sale වටිනා අංග සම්පූර්ණ...,Date : 01 Jun 2018 - 03:31 pm,Sell,House & Property,Houses,Colombo-Piliyandala,"Rs. 16,000,000"
Ref : 1570501,house for sale at kalutare,Date : 01 Jun 2018 - 03:27 pm,Sell,House & Property,Houses,Kalutara-Kalutara,Negotiable
Ref : 1570507,newly build house for rent - biyagama,Date : 01 Jun 2018 - 03:26 pm,Rent,House & Property,Houses,Gampaha-Biyagama IPZ,"Rs. 15,000"
Ref : 1570509,urgent - land with house for sale,Date : 01 Jun 2018 - 03:26 pm,Sell,House & Property,Houses,Gampaha-Wattala,"Rs. 20,000,000"
Ref : 1570517,land & half built house,Date : 01 Jun 2018 - 03:26 pm,Sell,House & Property,Houses,Ratnapura-Kuruwita,"Rs. 3,500,000"
Ref : 1570520,duplex for sale,Date : 01 Jun 2018 - 03:25 pm,Sell,House & Property,Houses,,"Rs. 20,000,000"
Ref : 1570525,wanted on rent in nugegoda,Date : 01 Jun 2018 - 03:25 pm,Wanted,House & Property,Houses,Colombo-Nugegoda,"Rs. 40,000"
Ref : 1570537,house for rent in kolonnawa.,Date : 01 Jun 2018 - 03:20 pm,Rent,House & Property,Houses,Colombo-Kolonnawa,"Rs. 40,000"
